----------------------------------------------------------
Flugprofil BA NOIZH Bisang und Gschwend
----------------------------------------------------------
BEGIN_PROFILE
ProfileID:	Flight1_D2W_A321
Procedure:	S
Offset:	A
Offsetweight:	---
AircraftType:	A321
Route:	D2W
Runway:	28
disxy	z	v	rho	c	n1	flaps	gears	sb	phase
45488.4247539082	4237.611224	153.003753336161	0.763531511818484	321.903695898591	85	-99	-99	-99	-99
46140.9188221745	4283.331224	163.523474523288	0.759794150515688	321.718140157766	85	-99	-99	-99	-99
46774.7210195324	4329.051224	158.862272066023	0.7560707997496	321.532477333118	85	-99	-99	-99	-99
47427.2187361727	4374.771224	163.524384385954	0.752361423091765	321.346707239038	85	-99	-99	-99	-99
48058.7908522317	4428.111224	158.455138245655	0.748051430185074	321.129839637602	85	-99	-99	-99	-99
48710.4271161294	4473.831224	163.309548638968	0.744372206043389	320.943836487122	85	-99	-99	-99	-99
49362.06237017	4519.551224	163.309296793781	0.740706841001282	320.757725475899	85	-99	-99	-99	-99
49995.3551818639	4565.271224	158.735255957684	0.737055298850092	320.571506416076	85	-99	-99	-99	-99
50673.3325027196	4610.991224	169.879289128082	0.733417543433865	320.385179119247	85	-99	-99	-99	-99
51295.5312061027	4641.471224	155.736206630718	0.731000014622645	320.260900696405	85	-99	-99	-99	-99
51981.0021177714	4664.331224	171.462997164112	0.729190872186796	320.167660221285	85	-99	-99	-99	-99
52649.1047351055	4687.191224	167.123398812197	0.727385156894579	320.0743925844	85	-99	-99	-99	-99
53345.7236598822	4710.051224	174.248476671442	0.725582864245705	319.981097761996	85	-99	-99	-99	-99
54037.9364846018	4732.911224	173.147548045419	0.723783989743178	319.88777573029	85	-99	-99	-99	-99
54710.9437389835	4755.771224	168.34884615925	0.721988528893291	319.79442646546	85	-99	-99	-99	-99
55437.4954729672	4786.251224	181.79769878815	0.719599883459029	319.669918375146	85	-99	-99	-99	-99
56124.2258136226	4824.351224	171.94660704284	0.716622583371745	319.514215033498	85	-99	-99	-99	-99
56865.011384192	4847.211224	185.284551630015	0.714840732261138	319.42075659727	85	-99	-99	-99	-99
57542.4826577212	4900.551224	169.891966050737	0.710696260067456	319.202580499394	85	-99	-99	-99	-99
58253.8402921596	4946.271224	178.206341510637	0.707158507615945	319.015453655261	85	-99	-99	-99	-99
58971.0308691361	4991.991224	179.661598933937	0.70363424264753	318.82821698255	85	-99	-99	-99	-99
59682.7438911509	5045.331224	178.427257815584	0.699539599286804	318.609635128275	85	-99	-99	-99	-99
60333.523349147	5068.191224	162.795209264147	0.697790343041393	318.515911271748	85	-99	-99	-99	-99
61075.6828293901	5121.531224	186.018455017685	0.693721757934943	318.297114950124	85	-99	-99	-99	-99
61787.3897835454	5144.391224	178.018497668267	0.69198364482871	318.203299043665	85	-99	-99	-99	-99
62530.4095531108	5197.731224	186.232974652219	0.687941002864509	317.98428762216	85	-99	-99	-99	-99
63241.2559401068	5243.451224	178.07879300768	0.684490282954295	317.796443416178	85	-99	-99	-99	-99
63982.0461900854	5273.931224	185.354259605657	0.68219716997408	317.671152236983	85	-99	-99	-99	-99
64681.7515964303	5327.271224	175.433892689717	0.678198367972145	317.451773685189	85	-99	-99	-99	-99
65435.0528450918	5350.131224	188.412007120533	0.676490095567145	317.357707882718	85	-99	-99	-99	-99
66153.1025871942	5403.471224	180.007046343559	0.672516927320965	317.138112507583	85	-99	-99	-99	-99
66928.9989412807	5441.571224	194.207807883186	0.669689897590666	316.981165527815	85	-99	-99	-99	-99
67671.1749902798	5479.671224	185.788336842616	0.666871967797918	316.824140800338	85	-99	-99	-99	-99
68410.6102443709	5510.151224	185.015797533748	0.66462416226764	316.698464962292	85	-99	-99	-99	-99
69147.3052716733	5533.011224	184.262405086493	0.662942115312208	316.60417534545	85	-99	-99	-99	-99
69905.079165999	5578.731224	189.787972702674	0.659587792351661	316.41551181883	85	-99	-99	-99	-99
70665.8842734032	5624.451224	190.544405889475	0.656246468170667	316.226735733986	85	-99	-99	-99	-99
71383.9407157163	5647.311224	179.605058730848	0.654580669701947	316.132305419222	85	-99	-99	-99	-99
72152.3456169357	5700.651224	192.563503781543	0.65070638583945	315.911858248424	85	-99	-99	-99	-99
72864.5672275676	5731.131224	178.218379567562	0.648500399725404	315.785819342117	85	-99	-99	-99	-99
73669.0350472573	5784.471224	201.558556708157	0.644653694963033	315.565130123517	85	-99	-99	-99	-99
74423.202978903	5837.811224	189.012966605916	0.640824469543992	315.344286458741	85	-99	-99	-99	-99
75190.8383232576	5868.291224	192.060057713452	0.638644167392283	315.218020610771	85	-99	-99	-99	-99
75969.9654884766	5914.011224	195.116865298449	0.635384359607942	315.028526948231	85	-99	-99	-99	-99
76709.4410221883	5944.491224	185.025858895138	0.633218236426415	314.902134490658	85	-99	-99	-99	-99
77473.4775091898	5990.211224	191.350802171963	0.629979649062789	314.712450627827	85	-99	-99	-99	-99
78225.3090030847	6043.551224	188.430317161964	0.626217328675973	314.491008190174	85	-99	-99	-99	-99
78981.6036806908	6066.411224	189.16002137333	0.624610178008227	314.396056542019	85	-99	-99	-99	-99
79758.860641247	6127.371224	194.910957929053	0.620339866401941	314.142711837108	85	-99	-99	-99	-99
80541.0836995161	6173.091224	195.889514664484	0.61715181726941	313.952569146634	85	-99	-99	-99	-99
81280.5609627011	6195.951224	184.95763068329	0.615562500588064	313.857454603953	85	-99	-99	-99	-99
82032.3947599774	6234.051224	188.199639466795	0.612920599286447	313.698866279386	85	-99	-99	-99	-99
82773.6013503769	6279.771224	185.653832449603	0.609761777044404	313.508454396962	85	-99	-99	-99	-99
83550.499604393	6333.111224	194.681800108099	0.606092241192274	313.286160930661	85	-99	-99	-99	-99
84317.2733140293	6363.591224	191.844818829811	0.604002962513939	313.159065246836	85	-99	-99	-99	-99
85072.2032558648	6386.451224	188.818993463269	0.602439622542908	313.063709623093	85	-99	-99	-99	-99
85865.4176533418	6424.551224	198.532221938393	0.599840936717113	312.904719007995	85	-99	-99	-99	-99
86630.3210215778	6470.271224	191.567135937189	0.596733842782527	312.713823568566	85	-99	-99	-99	-99
87406.3548125145	6508.371224	194.242125753469	0.594154015648749	312.55465497313	85	-99	-99	-99	-99
88163.0134070534	6538.851224	189.318062247363	0.592096304189908	312.427261712182	85	-99	-99	-99	-99
88925.3091263994	6569.331224	190.726209875115	0.590044048740324	312.299816485012	85	-99	-99	-99	-99
89706.6512248973	6607.431224	195.567616964869	0.587486386661752	312.140436776577	85	-99	-99	-99	-99
90548.1018485665	6660.771224	210.784888522838	0.583919918195132	311.91716836906	85	-99	-99	-99	-99
91325.8442551694	6698.871224	194.668766920321	0.581382598749923	311.757593039644	85	-99	-99	-99	-99
92120.7665343517	6729.351224	198.876604383902	0.579358823027469	311.629873942586	85	-99	-99	-99	-99
92860.7283705865	6775.071224	185.343235222516	0.576333269119212	311.438197090325	85	-99	-99	-99	-99
93682.0815845552	6813.171224	205.559102221352	0.573821219993321	311.278376218735	85	-99	-99	-99	-99
94486.2578614543	6851.271224	161.015663129688	0.571317555408551	311.118473247527	85	-99	-99	-99	-99
95244.4524332235	6904.611224	190.017131507291	0.567826474071657	310.894470919269	85	-99	-99	-99	-99
96036.6399460725	6935.091224	264.257888753049	0.565838911303163	310.766397095587	85	-99	-99	-99	-99
96795.375730286	6980.811224	190.028009225965	0.562867551086187	310.574187332386	85	-99	-99	-99	-99
97582.7141271484	7026.531224	197.166184596556	0.559908141912721	310.381858539722	85	-99	-99	-99	-99
98365.0683796463	7057.011224	195.736941901879	0.557941825465134	310.253573107825	85	-99	-99	-99	-99
99123.2886707613	7102.731224	189.899369446441	0.555002260630202	310.061045440365	85	-99	-99	-99	-99
99880.8339289484	7133.211224	189.539548742752	0.553049142928249	309.932627219485	85	-99	-99	-99	-99
100656.752056834	7171.311224	194.213244782313	0.550615144713134	309.77202957929	85	-99	-99	-99	-99
101416.136188492	7209.411224	190.084828006744	0.548189349595144	309.611348635951	85	-99	-99	-99	-99
102170.923984766	7239.891224	188.850742619036	0.546254606845854	309.482743815826	85	-99	-99	-99	-99
102951.836306762	7270.371224	195.376733044945	0.544325092002907	309.354085532052	85	-99	-99	-99	-99
103738.188946065	7293.231224	196.671212455483	0.542881380791761	309.257556693563	85	-99	-99	-99	-99
104518.548727412	7316.091224	195.173635505453	0.541440600639892	309.160997716032	85	-99	-99	-99	-99
105304.901361908	7338.951224	196.671211254313	0.540002747422191	309.064408571211	85	-99	-99	-99	-99
106057.293577032	7361.811224	150.547882745482	0.538567817016784	308.967789230807	85	-99	-99	-99	-99
106812.284215011	7384.671224	251.778880730321	0.537135805305025	308.871139666483	85	-99	-99	-99	-99
107621.562061819	7407.531224	202.40016257004	0.535706708171502	308.774459849859	85	-99	-99	-99	-99
108434.389025693	7430.391224	203.287089605036	0.534280521504037	308.677749752509	85	-99	-99	-99	-99
109215.747565945	7460.871224	195.488202780843	0.532383459570972	308.548755803475	85	-99	-99	-99	-99
109999.103723929	7483.731224	195.92240968224	0.530964048017309	308.451974940301	85	-99	-99	-99	-99
110811.378047249	7514.211224	203.211498002417	0.529076004676193	308.322886533213	85	-99	-99	-99	-99
111624.253270769	7544.691224	203.361617477868	0.527193101457397	308.193744056839	85	-99	-99	-99	-99
112408.608287552	7575.171224	196.236754768473	0.525315328658187	308.064547443182	85	-99	-99	-99	-99
113218.486934675	7605.651224	202.6130014131	0.523442676586036	307.9352966241	85	-99	-99	-99	-99
114024.768300164	7636.131224	201.71432006914	0.521575135558611	307.805991531309	85	-99	-99	-99	-99
114841.086118577	7666.611224	204.22166435307	0.519712695903779	307.676632096382	85	-99	-99	-99	-99
115655.310004551	7697.091224	203.69854670726	0.517855347959604	307.547218250746	85	-99	-99	-99	-99
116464.587851369	7735.191224	202.543551389418	0.515540808544636	307.385374323946	85	-99	-99	-99	-99
117249.543668427	7773.291224	196.469979375533	0.51323419101879	307.223445138505	85	-99	-99	-99	-99
118057.42469303	7819.011224	161.834738954671	0.510476680407417	307.029017384631	85	-99	-99	-99	-99
End_Profile
